20.75813; 47.61695;Patika; BENU Gyógyszertár Tiszafüred Reménység
19.92397; 47.77108;Patika; BENU Gyógyszertár Gyöngyös Mixtura
16.84878; 46.84328;Patika; BENU Gyógyszertár Zalaegerszeg Kígyó
18.22790; 46.07361;Patika; BENU Gyógyszertár Pécs Arany Kehely
21.62568; 47.53481;Patika; BENU Gyógyszertár Debrecen Pláza
19.10761; 47.50099;Patika; BENU Gyógyszertár Budapest Sportaréna
19.07108; 47.49709;Patika; BENU Gyógyszertár Budapest Csillag
19.13238; 47.78172;Patika; BENU Fekete Kígyó Gyógyszertár
22.32416; 47.95464;Patika; BENU Fecske Patika
16.84555; 46.83993;Patika; BENU Gyógyszertár Zalaegerszeg Kabay
19.04601; 47.47754;Patika; BENU Budai Szent Klára Gyógyszertár
19.04967; 47.58104;Patika; BENU Nadály Gyógyszertár
20.63136; 47.37141;Patika; BENU Magyar Korona Gyógyszertár
17.24272; 46.76519;Patika; BENU Gyógyszertár Keszthely Helikon
22.06380; 48.23331;Patika; BENU Gyógyszertár Kisvárda Városmajor
18.85293; 46.61940;Patika; BENU Gyógyszertár Paks Tesco
19.13034; 47.48472;Patika; BENU Gyógyszertár Budapest Bellis
17.00426; 46.45235;Patika; BENU Gyógyszertár Nagykanizsa Katonaréti
20.13938; 46.25454;Patika; BENU Gyógyszertár Szeged Árkád
19.29712; 48.06781;Patika; BENU Gyógyszertár Balassagyarmat Remény
19.15789; 47.41899;Patika; BENU Gyógyszertár Budapest Soroksár Auchan
19.10074; 47.56556;Patika; BENU Gyógyszertár Budapest Rózsa
19.33480; 47.45911;Patika; BENU Gyógyszertár Maglód Auchan
17.07873; 46.94557;Patika; BENU Gyógyszertár Zalaszentgrót Kristály
19.54795; 47.28514;Patika; BENU Family Gyógyszertár
18.13143; 46.37656;Patika; BENU Gyógyszertár Dombóvár Pelikán
18.41411; 47.19109;Patika; BENU Gyógyszertár Székesfehérvár Országalma
16.83484; 46.83020;Patika; BENU Gyógyszertár Zalaegerszeg Kertvárosi
19.63423; 46.88855;Patika; BENU Gyógyszertár Kecskemét Auchan
20.28407; 46.83998;Patika; BENU Gyógyszertár Kunszentmárton Kossuth
16.86468; 47.61953;Patika; BENU Gyógyszertár Fertöd
21.09682; 46.67704;Patika; BENU Gyógyszertár Békéscsaba Csaba Center
18.71086; 46.34342;Patika; BENU Gyógyszertár Szekszárd Balassa
16.84636; 46.84517;Patika; BENU Gyógyszertár Zalaegerszeg Belváros
19.07707; 47.49297;Patika; BENU Hajnal Gyógyszertár
17.16506; 47.12131;Patika; BENU Gyógyszertár Jánosháza Korona
18.43472; 47.18949;Patika; BENU Gyógyszertár Székesfehérvár Szent Lukács
17.24751; 46.76951;Patika; BENU Gyógyszertár Keszthely Pelikán
19.04417; 47.55742;Patika; BENU Gyógyszertár Budapest Zsálya
19.03829; 47.42938;Patika; BENU Gyógyszertár Budapest Szentlélek
16.87993; 47.58976;Patika; BENU Gyógyszertár Fertöszentmiklós Elixír
19.10862; 47.50045;Patika; BENU Gyógyszertár Budapest Stadion
19.13963; 47.54564;Patika; BENU Gyógyszertár Budapest Piac
19.17211; 47.43423;Patika; BENU Gyógyszertár Budapest Szent Anna
16.63240; 47.21673;Patika; BENU Gyógyszertár Szombathely Interspar
18.43193; 47.14912;Patika; BENU Gyógyszertár Székesfehérvár Auchan
18.96080; 46.83346;Patika; BENU Szívélyes Gyógyszertár
19.29299; 48.07798;Patika; BENU Gyógyszertár Balassagyarmat Winkler
17.01391; 46.45676;Patika; BENU Gyógyszertár Nagykanizsa Kanizsa Centrum
19.07987; 47.52925;Patika; BENU Gyógyszertár Budapest Béke tér
21.71496; 48.12856;Patika; BENU Kristály Gyógyszertár
19.05480; 47.49138;Patika; BENU Gyógyszertár Budapest Irányi
19.04339; 47.46474;Patika; BENU Budai Aranymérleg Gyógyszertár
19.13499; 47.92711;Patika; BENU Gyógyszertár Rétság Kõhárs
19.80670; 48.10360;Patika; BENU Gyógyszertár Salgótarján Pécskõ
16.62407; 47.23121;Patika; BENU Gyógyszertár Szombathely Kígyó
20.28477; 48.21221;Patika; BENU Gyógyszertár Ózd Immánuel
19.78168; 47.03356;Patika; BENU Arany Patika Gyógyszertár
20.98313; 47.96982;Patika; BENU Dolores Gyógyszertár
17.73726; 47.69831;Patika; BENU Kristály Gyógyszertár
18.16293; 46.38244;Patika; BENU Gyógyszertár Dombóvár Gólyavár
19.81284; 48.12845;Patika; BENU Gyógyszertár Salgótarján Besztercei
19.24425; 47.54177;Patika; BENU Gyógyszertár Csömör Auchan
19.02720; 47.50757;Patika; BENU Széna tér Patika
20.00539; 47.18780;Patika; BENU Gyógyszertár Abony Kabay
19.18814; 47.40535;Patika; BENU Gyógyszertár Budapest Szentimrei Diána
17.79481; 46.35687;Patika; BENU Gyógyszertár Kaposvár Fõ út
17.18525; 46.78904;Patika; BENU Gyógyszertár Hévíz Tavirózsa
19.81709; 48.01646;Patika; BENU Szent Benedek Gyógyszertár
19.93084; 47.78491;Patika; BENU Erzsébet Gyógyszertár
19.12073; 47.51433;Patika; BENU Gyógyszertár Budapest Uranus
20.83673; 48.10627;Patika; BENU Gyógyszertár Miskolc Auchan
21.61043; 47.54830;Patika; BENU Újkerti Patika
19.13038; 47.46293;Patika; BENU Gyógyszertár Budapest Europark
19.19081; 47.51059;Patika; BENU Gyógyszertár Budapest Mátyásföld
16.94205; 47.25021;Patika; BENU Gyógyszertár Sárvár Szent Antal
18.90377; 47.61758;Patika; BENU Gyógyszertár Pilisvörösvár Sikari
18.42521; 47.20984;Patika; BENU Gyógyszertár Székesfehérvár Szent Balázs
19.11053; 47.44176;Patika; BENU Gyógyszertár Budapest Menta
19.12903; 47.78252;Patika; BENU Gyógyszertár Vác Szent Rókus
19.06183; 47.59593;Patika; BENU Gyógyszertár Budapest Békás
21.73647; 47.96937;Patika; BENU Nyíregy-Nova Gyógyszertár Tesco
16.58745; 47.68241;Patika; BENU Medicina Patika
18.90486; 47.39914;Patika; BENU Borostyán Gyógyszertár
19.07044; 47.53137;Patika; BENU Gyógyszertár Budapest Honvéd
18.40167; 47.58348;Patika; BENU Gyógyszertár Primula
22.07867; 48.21988;Patika; BENU Fagyöngy Gyógyszertár
21.62513; 47.52901;Patika; BENU Kígyó Gyógyszertár
16.53345; 46.62276;Patika; BENU Gyógyszertár Lenti Gyöngyvirág
19.52215; 48.08134;Patika; BENU Gyógyszertár Szécsény Király
19.23854; 47.48375;Patika; BENU Center Patika
20.68810; 48.10155;Patika; BENU Diósgyõri Gyógyszertár
19.13007; 47.63375;Patika; BENU Árnika Gyógyszertár
19.14293; 47.45790;Patika; BENU Gyógyszertár Budapest Apolló
17.91129; 47.09308;Patika; BENU Gyógyszertár Veszprém Bástya
17.86954; 47.26138;Patika; BENU Szent Bernát Gyógyszertár
18.70209; 46.34839;Patika; BENU Gyógyszertár Szekszárd Aesculap
16.62080; 47.23161;Patika; BENU Gyógyszertár Szombathely Fõ tér
16.55428; 47.38017;Patika; BENU Gyógyszertár Kõszeg Küttel
19.13826; 47.50599;Patika; BENU Gyógyszertár Budapest Örs vezér
19.61046; 47.23788;Patika;Gyöngy Pharmacy Irsa Gyógyszertár
18.45149; 47.75717;Patika;Gyöngy Pharmacy Szent Miklós Gyógyszertár Fiók Gyógyszertár
18.93898; 46.96438;Patika;Gyöngy Pharmacy Kígyó Patika
19.97845; 47.64392;Patika;Gyöngy Pharmacy Agora Gyógyszertár
18.95511; 46.16554;Patika;Gyöngy Pharmacy Forrás Patika
20.66835; 46.55852;Patika;Gyöngy Pharmacy Csillag Patika
21.44555; 46.77685;Patika;Gyöngy Pharmacy Farmacie Patika
18.43905; 46.68013;Patika;Gyöngy Pharmacy Korall Gyógyszertár
16.89831; 47.21023;Patika;Gyöngy Pharmacy Szent György Patika
18.28307; 46.05085;Patika;Gyöngy Pharmacy Spartacus Gyógyszertár
20.37420; 47.90710;Patika;Gyöngy Pharmacy Balassa Patika
20.14403; 47.09987;Patika;Gyöngy Pharmacy Virágos Gyógyszertár
16.87888; 47.62099;Patika;Gyöngy Pharmacy Fehérsas Patika
17.64559; 47.67066;Patika;Gyöngy Pharmacy Szent Imre Patika
16.94199; 46.25555;Patika;Gyöngy Pharmacy Zákányi Patika
19.52332; 47.41415;Patika;Gyöngy Pharmacy Levendula Gyógyszertár Úri Fiókgyógyszertár
18.14079; 47.19985;Patika;Gyöngy Pharmacy Szent György Gyógyszertár
18.62938; 46.00018;Patika;Gyöngy Pharmacy Forrás Gyógyszertár
21.75391; 47.60001;Patika;Gyöngy Pharmacy Sámson Patika
18.94522; 47.16175;Patika;Gyöngy Pharmacy Galenus Gyógyszertár
18.96585; 47.64229;Patika;Gyöngy Pharmacy Margit Gyógyszertár
19.29679; 47.84476;Patika;Gyöngy Pharmacy Szent Jakab Fiókgyógyszertár
19.07292; 47.54951;Apple; Apple (XMS)
19.02414; 47.49026;Apple; Apple (Starking)
19.05896; 47.51510;Apple; Apple szerviz (Almárium-Pro)
19.01516; 47.52256;Apple; Apple (Starking)
19.04919; 47.47414;Apple; Apple (Starking)
19.07760; 47.50104;Apple; Apple (Absolute HitSpace)
19.03752; 47.53102;Apple; Apple szerviz (StarKing Pro)
19.05294; 47.51064;Apple; Apple (Acorner)
19.06113; 47.50374;Apple; Apple szerviz (iStyle Pest)
19.08416; 47.50418;Apple; Apple (Keraport)
19.05123; 47.49380;Apple; Apple (iJoe)
19.10086; 47.53474;Apple; Apple (Zaj3 Pro Plasa)
19.09102; 47.49862;Apple; Apple (Starking)
